source,id,title,company,city,remote,salary,skills,collected_at,search_keyword
Habr,habr_1000165612,Java Developer,ITK academy,Казань,True,от 75 000 ₽,"Java, Kotlin, Git, Docker, Java Spring Framework",2026-05-11 17:55:06,python
Habr,habr_1000161573,Стажер java разработчик,Банк России,Томск,False,Зарплата не указанаПохожие специалисты получают 36 000 - 77 000 ₽,"Java, Java Spring Framework",2026-05-11 17:55:06,python
Habr,habr_1000161187,Java разработчик,ИТ-Холдинг Т1,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 73 000 - 130 000 ₽,"Java, Java Spring Framework, Spring Boot, Apache Kafka, PostgreSQL",2026-05-11 17:55:06,python
Habr,habr_1000166280,C++ red team developer,СПЕЦПО,Санкт-Петербург,True,от 230 000 до 350 000 ₽,"C#, C++, C, Assembler, LLVM",2026-05-11 17:55:06,python
Habr,habr_1000166152,Full Stack Developer,ONTHELION,Москва,True,,"Python, REST, Docker, Kubernetes, Java",2026-05-11 17:55:06,python
Habr,habr_1000133845,Middle/Middle+ SRE Engineer (Дальний Восток),TravelLine,Хабаровск,True,Зарплата не указанаПохожие специалисты получают 167 000 - 333 000 ₽,"Powershell, Python, Jenkins, Kubernetes, CI/CD",2026-05-11 17:55:06,python
Habr,habr_1000160764,Продуктовый аналитик (Рекомендации в Поиск),Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 308 000 - 400 000 ₽,"SQL, PostgreSQL, Python, ClickHouse, Greenplum",2026-05-11 17:55:06,python
Habr,habr_1000164815,Инженер по тестированию / QA engineer (Linux),МТ-Интеграция,Москва,True,Зарплата не указанаПохожие специалисты получают 120 000 - 170 000 ₽,"Linux, Python, Perl, Виртуализация",2026-05-11 17:55:06,python
Habr,habr_1000162421,Аналитик данных (Внутренний контроль),Wildberries & Russ,Москва,False,Зарплата не указанаПохожие специалисты получают 276 000 - 382 000 ₽,"Python, SQL, PostgreSQL, ClickHouse, Apache Superset",2026-05-11 17:55:06,python
Habr,habr_1000161696,Архитектор (Data/AI),СберЗдоровье,Москва,True,Зарплата не указанаПохожие специалисты получают 297 000 - 443 000 ₽,"Python, DWH, ETL, Apache Airflow, Объектное хранилище S3",2026-05-11 17:55:06,python
Habr,habr_1000166156,Разработчик рантайма в Алису,Яндекс,Москва,False,,"C++, Python",2026-05-11 17:55:06,python
Habr,habr_1000165890,Разработчик на С++ в группу пешеходной и транспортной навигации,Яндекс,Нижний Новгород,False,,"C++, Python",2026-05-11 17:55:09,python
Habr,habr_1000157732,Продуктовый аналитик (Департамент Медиа | ADS),Wildberries & Russ,Москва,True,Зарплата не указанаПохожие специалисты получают 316 000 - 399 000 ₽,"SQL, Python, PostgreSQL, ClickHouse",2026-05-11 17:55:09,python
Habr,habr_1000165117,Data Engineer/Дата инженер (ученик),Aston,Москва,True,от 90 000 до 100 000 ₽,"Визуализация, NoSQL, SQL, Python, Agile",2026-05-11 17:55:09,python
Habr,habr_1000165572,ML Engineer (NLP),Банк России,Москва,False,Зарплата не указанаПохожие специалисты получают 326 000 - 521 000 ₽,"NLP, Docker, R, Apache Hadoop, Apache Airflow",2026-05-11 17:55:09,python
Habr,habr_1000166161,QA Engineer (Next.js + NestJS),Fincasemarket,Не указан,True,от 200 000 ₽,"NestJS, Next.js, REST, CI/CD, Docker",2026-05-11 17:55:09,python
Habr,habr_1000166247,Backend Developer (Laravel),Creative Code,Не указан,True,,"Laravel, ClickHouse, AWS, Golang",2026-05-11 17:55:09,python
Habr,habr_1000166253,QA - FullStack (TypeScript + Playwright),М Тех,Москва,True,,"TypeScript, Playwright",2026-05-11 17:55:09,python
Habr,habr_1000165859,Разработчик 1С ERP (ГПХ),ИТ-компания «Лоция»,Москва,True,Зарплата не указанаПохожие специалисты получают 250 000 - 330 000 ₽,"1C: ERP, Разработка под 1С",2026-05-11 17:55:09,python
Habr,habr_1000161371,Системный аналитик,ИТ-Холдинг Т1,Москва,False,Зарплата не указанаПохожие специалисты получают 112 000 - 297 000 ₽,Linux,2026-05-11 17:55:09,python
Habr,habr_1000147285,Automation QA (Java),IRLIX,Не указан,True,Зарплата не указанаПохожие специалисты получают 150 000 - 242 000 ₽,"Git, Java, Selenium, RESTful API, Jenkins",2026-05-11 17:55:09,python
Habr,habr_1000146318,QA Engineer Mobile fullstack (Java),Альфа-Банк,Не указан,True,Зарплата не указанаПохожие специалисты получают 219 000 - 337 000 ₽,"Java, PostgreSQL, Apache Kafka, SOAP, Selenide",2026-05-11 17:55:09,python
Habr,habr_1000164916,Developer C++ (KSMG),Лаборатория Касперского,Не указан,True,Зарплата не указанаПохожие специалисты получают 180 000 - 361 000 ₽,"Разработка программного обеспечения, C++",2026-05-11 17:55:09,python
Habr,habr_1000166262,Fullstack QA (Mobile + Load),М Тех,Москва,True,Зарплата не указанаПохожие специалисты получают 238 000 - 479 000 ₽,"Kotlin, Docker, Java, Нагрузочное тестирование, Apache JMeter",2026-05-11 17:55:09,python
Habr,habr_1000165157,Web тестировщик (в офис),Анонимный работодатель,Санкт-Петербург,False,Зарплата не указанаПохожие специалисты получают 101 000 - 196 000 ₽,"REST, TestRail, SQL, Selenium",2026-05-11 17:55:09,python
Habr,habr_1000156821,Системный аналитик,ИТ-Холдинг Т1,Не указан,True,Зарплата не указанаПохожие специалисты получают 260 000 - 359 000 ₽,"SQL, REST, Apache Kafka, BPMN, UML",2026-05-11 17:55:09,python
Habr,habr_1000164447,"Backend Developer (PHP, Yii2)",Студворк,Самара,True,от 150 000 ₽,"PHP, Redis, PostgreSQL, Linux, RabbitMQ",2026-05-11 17:55:09,python
Habr,habr_1000158318,Senior/Lead Frontend разработчик (React),РОСГОССТРАХ,Не указан,True,Зарплата не указанаПохожие специалисты получают 333 000 - 493 000 ₽,"React, TypeScript, Webpack, MobX, Веб-разработка",2026-05-11 17:55:09,python
Habr,habr_1000161239,Системный аналитик НОБО,ИТ-Холдинг Т1,Не указан,True,Зарплата не указанаПохожие специалисты получают 193 000 - 307 000 ₽,"REST, SQL, PostgreSQL, SOAP, JSON",2026-05-11 17:55:09,python
Habr,habr_1000166393,Тестировщик ПО Manual QA,Unity Parent,Не указан,True,от 90 000 до 120 000 ₽,"Git, SQL, Базы данных, CI/CD, REST",2026-05-11 17:55:09,python
Habr,habr_1000166196,Ведущий системный аналитик,Лига Цифровой Экономики,Не указан,True,Зарплата не указанаПохожие специалисты получают 279 000 - 356 000 ₽,"REST, RabbitMQ, Высоконагруженные системы, SQL, Apache Kafka",2026-05-11 17:55:09,python
Habr,habr_1000166252,Инженер по автотестированию на Java,М Тех,Москва,True,,Java,2026-05-11 17:55:09,python
Habr,habr_1000127243,Android Developer (Platform Team),СберЗдоровье,Не указан,True,Зарплата не указанаПохожие специалисты получают 229 000 - 331 000 ₽,"Разработка мобильных приложений, Kotlin, Coroutines, Flow, Android SDK",2026-05-11 17:55:09,python
Habr,habr_1000166243,Lead React,М Тех,Москва,True,,"React, Redux, TypeScript",2026-05-11 17:55:09,python
Habr,habr_1000166323,Программист Backend PHP на yii2 (Middle),Модимио,Ярославль,True,от 70 000 до 90 000 ₽,"MySQL, Git, JavaScript, SQL, Vue.js",2026-05-11 17:55:09,python
Habr,habr_1000148160,PHP-разработчик,Гринсайт,Зеленоград,True,Зарплата не указанаПохожие специалисты получают 135 000 - 250 000 ₽,"Redis, Laravel, PostgreSQL, Composer, MySQL",2026-05-11 17:55:09,python
Habr,habr_1000166093,DevOps-администратор 1С (Junior+/Middle),Greenway Global,Новосибирск,False,от 90 000 до 230 000 ₽,"SQL, Администрирование 1С, HTTP, RabbitMQ",2026-05-11 17:55:12,python junior
Habr,habr_1000166187,Technical support [Junior],deeplay,Омск,True,Зарплата не указанаПохожие специалисты получают 50 000 - 70 000 ₽,"Linux, Администрирование Windows, Zabbix, Grafana",2026-05-11 17:55:12,python junior
Habr,habr_1000161196,Системный аналитик (со знанием кредитных процессов (Junior)),ИТ-Холдинг Т1,Новосибирск,True,Зарплата не указанаПохожие специалисты получают 113 000 - 157 000 ₽,"SQL, Java, Apache Kafka",2026-05-11 17:55:12,python junior
